industry_name,employees_at_location_range,product_type,product,currency,year,spend
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2011,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2011,0
Public Administration,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2011,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Ethernet,EUR,2011,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Ethernet,EUR,2011,26.41535486
Services,Small 10 - 49,Wireline Data,Ethernet,EUR,2011,26.61996263
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Ethernet,EUR,2011,17.51163961
Manufacturing,Small 10 - 49,Wireline Data,Ethernet,EUR,2011,30.07072133
Construction,Small 10 - 49,Wireline Data,Ethernet,EUR,2011,18.41273609
Wholesale & retail trade,Small 10 - 49,Wireline Data,Ethernet,EUR,2011,19.60134799
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Ethernet,EUR,2011,29.60652555
Public Administration,Small 10 - 49,Wireline Data,Ethernet,EUR,2011,17.01578716
Nonclassified Establishments,Small 10 - 49,Wireline Data,Ethernet,EUR,2011,18.38095282
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Ethernet,EUR,2011,1645.771126
Services,Medium 50 - 249,Wireline Data,Ethernet,EUR,2011,779.2413863
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Ethernet,EUR,2011,445.1650034
Manufacturing,Medium 50 - 249,Wireline Data,Ethernet,EUR,2011,707.3647066
Construction,Medium 50 - 249,Wireline Data,Ethernet,EUR,2011,489.4947642
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Ethernet,EUR,2011,513.068733
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Ethernet,EUR,2011,764.206476
Public Administration,Medium 50 - 249,Wireline Data,Ethernet,EUR,2011,1683.58425
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Ethernet,EUR,2011,481.6585745
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Ethernet,EUR,2011,70956.58064
Services,Large 250 +,Wireline Data,Ethernet,EUR,2011,20229.28531
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Ethernet,EUR,2011,9935.5455
Manufacturing,Large 250 +,Wireline Data,Ethernet,EUR,2011,28744.60957
Construction,Large 250 +,Wireline Data,Ethernet,EUR,2011,18845.67781
Wholesale & retail trade,Large 250 +,Wireline Data,Ethernet,EUR,2011,49569.14421
Transportation and Public Utilities,Large 250 +,Wireline Data,Ethernet,EUR,2011,41581.14239
Public Administration,Large 250 +,Wireline Data,Ethernet,EUR,2011,78238.77879
Nonclassified Establishments,Large 250 +,Wireline Data,Ethernet,EUR,2011,17891.30298
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2011,222.548969
Services,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2011,249.3772294
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Internet Access,EUR,2011,167.4012592
Manufacturing,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2011,226.248953
Construction,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2011,173.7707594
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2011,167.4215951
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2011,242.0299673
Public Administration,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2011,116.5106267
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Internet Access,EUR,2011,173.2776675
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Internet Access,EUR,2011,1122.974832
Services,Small 10 - 49,Wireline Data,Internet Access,EUR,2011,1131.673158
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Internet Access,EUR,2011,744.4583142
Manufacturing,Small 10 - 49,Wireline Data,Internet Access,EUR,2011,1278.3725
Construction,Small 10 - 49,Wireline Data,Internet Access,EUR,2011,782.7659076
Wholesale & retail trade,Small 10 - 49,Wireline Data,Internet Access,EUR,2011,833.2964137
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Internet Access,EUR,2011,1258.638517
Public Administration,Small 10 - 49,Wireline Data,Internet Access,EUR,2011,723.3785361
Nonclassified Establishments,Small 10 - 49,Wireline Data,Internet Access,EUR,2011,781.4147307
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Internet Access,EUR,2011,10227.82149
Services,Medium 50 - 249,Wireline Data,Internet Access,EUR,2011,4842.67932
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Internet Access,EUR,2011,2766.525744
Manufacturing,Medium 50 - 249,Wireline Data,Internet Access,EUR,2011,4395.993971
Construction,Medium 50 - 249,Wireline Data,Internet Access,EUR,2011,3042.017806
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Internet Access,EUR,2011,3188.520768
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Internet Access,EUR,2011,4749.243254
Public Administration,Medium 50 - 249,Wireline Data,Internet Access,EUR,2011,10462.81521
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Internet Access,EUR,2011,2993.318962
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Internet Access,EUR,2011,84405.08281
Services,Large 250 +,Wireline Data,Internet Access,EUR,2011,24063.37068
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Internet Access,EUR,2011,11818.64364
Manufacturing,Large 250 +,Wireline Data,Internet Access,EUR,2011,34192.61652
Construction,Large 250 +,Wireline Data,Internet Access,EUR,2011,22417.52607
Wholesale & retail trade,Large 250 +,Wireline Data,Internet Access,EUR,2011,58964.05499
Transportation and Public Utilities,Large 250 +,Wireline Data,Internet Access,EUR,2011,49462.07576
Public Administration,Large 250 +,Wireline Data,Internet Access,EUR,2011,93067.48639
Nonclassified Establishments,Large 250 +,Wireline Data,Internet Access,EUR,2011,21282.26721
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2011,0
Services,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2011,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2011,0
Manufacturing,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2011,0
Construction,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2011,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2011,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2011,0
Public Administration,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2011,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,IP-VPN,EUR,2011,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,IP-VPN,EUR,2011,201.1637044
Services,Small 10 - 49,Wireline Data,IP-VPN,EUR,2011,202.721876
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,IP-VPN,EUR,2011,133.3582801
Manufacturing,Small 10 - 49,Wireline Data,IP-VPN,EUR,2011,229.0008114
Construction,Small 10 - 49,Wireline Data,IP-VPN,EUR,2011,140.2204975
Wholesale & retail trade,Small 10 - 49,Wireline Data,IP-VPN,EUR,2011,149.272262
Transportation and Public Utilities,Small 10 - 49,Wireline Data,IP-VPN,EUR,2011,225.4657711
Public Administration,Small 10 - 49,Wireline Data,IP-VPN,EUR,2011,129.5821614
Nonclassified Establishments,Small 10 - 49,Wireline Data,IP-VPN,EUR,2011,139.9784548
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2011,10700.54083
Services,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2011,5066.502955
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,IP-VPN,EUR,2011,2894.391706
Manufacturing,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2011,4599.172271
Construction,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2011,3182.616726
Wholesale & retail trade,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2011,3335.890904
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2011,4968.748371
Public Administration,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2011,10946.39572
Nonclassified Establishments,Medium 50 - 249,Wireline Data,IP-VPN,EUR,2011,3131.667073
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,IP-VPN,EUR,2011,143997.6248
Services,Large 250 +,Wireline Data,IP-VPN,EUR,2011,41052.83838
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,IP-VPN,EUR,2011,20162.96361
Manufacturing,Large 250 +,Wireline Data,IP-VPN,EUR,2011,58333.63823
Construction,Large 250 +,Wireline Data,IP-VPN,EUR,2011,38244.97769
Wholesale & retail trade,Large 250 +,Wireline Data,IP-VPN,EUR,2011,100594.4617
Transportation and Public Utilities,Large 250 +,Wireline Data,IP-VPN,EUR,2011,84383.79764
Public Administration,Large 250 +,Wireline Data,IP-VPN,EUR,2011,158775.9474
Nonclassified Establishments,Large 250 +,Wireline Data,IP-VPN,EUR,2011,36308.19172
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2011,0
Services,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2011,0
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2011,0
Manufacturing,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2011,0
Construction,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2011,0
Wholesale & retail trade,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2011,0
Transportation and Public Utilities,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2011,0
Public Administration,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2011,0
Nonclassified Establishments,Very Small 0 - 9,Wireline Data,Legacy Data Services,EUR,2011,0
"Finance, Insurance, and Real Estate",Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2011,83.85448496
Services,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2011,84.5040041
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2011,55.58999785
Manufacturing,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2011,95.45829927
Construction,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2011,58.45049252
Wholesale & retail trade,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2011,62.22369334
Transportation and Public Utilities,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2011,93.98472837
Public Administration,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2011,54.01593414
Nonclassified Establishments,Small 10 - 49,Wireline Data,Legacy Data Services,EUR,2011,58.34959778
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2011,2448.048631
Services,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2011,1159.104555
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2011,662.1732268
Manufacturing,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2011,1052.189563
Construction,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2011,728.1127786
Wholesale & retail trade,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2011,763.1785427
Transportation and Public Utilities,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2011,1136.740454
Public Administration,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2011,2504.294828
Nonclassified Establishments,Medium 50 - 249,Wireline Data,Legacy Data Services,EUR,2011,716.4566174
"Finance, Insurance, and Real Estate",Large 250 +,Wireline Data,Legacy Data Services,EUR,2011,30514.05369
Services,Large 250 +,Wireline Data,Legacy Data Services,EUR,2011,8699.369286
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wireline Data,Legacy Data Services,EUR,2011,4272.66599
Manufacturing,Large 250 +,Wireline Data,Legacy Data Services,EUR,2011,12361.28562
Construction,Large 250 +,Wireline Data,Legacy Data Services,EUR,2011,8104.364945
Wholesale & retail trade,Large 250 +,Wireline Data,Legacy Data Services,EUR,2011,21316.63497
Transportation and Public Utilities,Large 250 +,Wireline Data,Legacy Data Services,EUR,2011,17881.48753
Public Administration,Large 250 +,Wireline Data,Legacy Data Services,EUR,2011,33645.67846
Nonclassified Establishments,Large 250 +,Wireline Data,Legacy Data Services,EUR,2011,7693.947127
"Finance, Insurance, and Real Estate",Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2012,380.4951979
Services,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2012,426.3638637
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2012,286.2083591
Manufacturing,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2012,386.8211141
Construction,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2012,297.0983861
Wholesale & retail trade,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2012,286.2431278
Transportation and Public Utilities,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2012,413.8021431
Public Administration,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2012,199.1999071
Nonclassified Establishments,Very Small 0 - 9,Wirelines Voice,Traditional Fixed Voice,EUR,2012,296.2553396
"Finance, Insurance, and Real Estate",Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2012,1779.171632
Services,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2012,1792.95272
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2012,1179.473552
Manufacturing,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2012,2025.374053
Construction,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2012,1240.165725
Wholesale & retail trade,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2012,1320.223123
Transportation and Public Utilities,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2012,1994.108754
Public Administration,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2012,1146.076059
Nonclassified Establishments,Small 10 - 49,Wirelines Voice,Traditional Fixed Voice,EUR,2012,1238.025004
"Finance, Insurance, and Real Estate",Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2012,14228.45555
Services,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2012,6736.903604
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2012,3848.658155
Manufacturing,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2012,6115.496335
Construction,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2012,4231.909521
Wholesale & retail trade,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2012,4435.717427
Transportation and Public Utilities,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2012,6606.919824
Public Administration,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2012,14555.36757
Nonclassified Establishments,Medium 50 - 249,Wirelines Voice,Traditional Fixed Voice,EUR,2012,4164.162022
"Finance, Insurance, and Real Estate",Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2012,174162.3653
Services,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2012,49652.6206
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2012,24386.71775
Manufacturing,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2012,70553.41657
Construction,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2012,46256.56696
Wholesale & retail trade,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2012,121667.0719
Transportation and Public Utilities,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2012,102060.5847
Public Administration,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2012,192036.463
Nonclassified Establishments,Large 250 +,Wirelines Voice,Traditional Fixed Voice,EUR,2012,43914.06148
"Finance, Insurance, and Real Estate",Very Small 0 - 9,IP Voice,IP Voice,EUR,2012,53.67915272
Services,Very Small 0 - 9,IP Voice,IP Voice,EUR,2012,60.1501703
"Agriculture, Forestry, and Fishing plus mining",Very Small 0 - 9,IP Voice,IP Voice,EUR,2012,40.37744051
Manufacturing,Very Small 0 - 9,IP Voice,IP Voice,EUR,2012,54.57159453
Construction,Very Small 0 - 9,IP Voice,IP Voice,EUR,2012,41.91377375
Wholesale & retail trade,Very Small 0 - 9,IP Voice,IP Voice,EUR,2012,40.38234557
Transportation and Public Utilities,Very Small 0 - 9,IP Voice,IP Voice,EUR,2012,58.3779994
Public Administration,Very Small 0 - 9,IP Voice,IP Voice,EUR,2012,28.10254188
Nonclassified Establishments,Very Small 0 - 9,IP Voice,IP Voice,EUR,2012,41.79483922
"Finance, Insurance, and Real Estate",Small 10 - 49,IP Voice,IP Voice,EUR,2012,332.7743932
Services,Small 10 - 49,IP Voice,IP Voice,EUR,2012,335.3519934
"Agriculture, Forestry, and Fishing plus mining",Small 10 - 49,IP Voice,IP Voice,EUR,2012,220.6074942
Manufacturing,Small 10 - 49,IP Voice,IP Voice,EUR,2012,378.8238354
Construction,Small 10 - 49,IP Voice,IP Voice,EUR,2012,231.9592946
Wholesale & retail trade,Small 10 - 49,IP Voice,IP Voice,EUR,2012,246.9331462
Transportation and Public Utilities,Small 10 - 49,IP Voice,IP Voice,EUR,2012,372.9760068
Public Administration,Small 10 - 49,IP Voice,IP Voice,EUR,2012,214.3608623
Nonclassified Establishments,Small 10 - 49,IP Voice,IP Voice,EUR,2012,231.5588964
"Finance, Insurance, and Real Estate",Medium 50 - 249,IP Voice,IP Voice,EUR,2012,3377.578329
Services,Medium 50 - 249,IP Voice,IP Voice,EUR,2012,1599.219222
"Agriculture, Forestry, and Fishing plus mining",Medium 50 - 249,IP Voice,IP Voice,EUR,2012,913.6019246
Manufacturing,Medium 50 - 249,IP Voice,IP Voice,EUR,2012,1451.708361
Construction,Medium 50 - 249,IP Voice,IP Voice,EUR,2012,1004.578876
Wholesale & retail trade,Medium 50 - 249,IP Voice,IP Voice,EUR,2012,1052.959191
Transportation and Public Utilities,Medium 50 - 249,IP Voice,IP Voice,EUR,2012,1568.36342
Public Administration,Medium 50 - 249,IP Voice,IP Voice,EUR,2012,3455.181336
Nonclassified Establishments,Medium 50 - 249,IP Voice,IP Voice,EUR,2012,988.4968434
"Finance, Insurance, and Real Estate",Large 250 +,IP Voice,IP Voice,EUR,2012,40591.12645
Services,Large 250 +,IP Voice,IP Voice,EUR,2012,11572.28083
"Agriculture, Forestry, and Fishing plus mining",Large 250 +,IP Voice,IP Voice,EUR,2012,5683.686842
Manufacturing,Large 250 +,IP Voice,IP Voice,EUR,2012,16443.52182
Construction,Large 250 +,IP Voice,IP Voice,EUR,2012,10780.78008
Wholesale & retail trade,Large 250 +,IP Voice,IP Voice,EUR,2012,28356.31851
